#name	lat	lon	country	population
Senador Canedo	-16.70806	-49.09306	BR	118451
Sendai	38.26667	140.86667	JP	1096704
Sengerema	-2.66667	32.65	TZ	110000
Sengkang New Town	1.39167	103.89444	SG	267600
Sennar	13.56907	33.56718	SD	130122
Sentul	3.18333	101.68333	MY	100000
Seogwipo	33.25333	126.56181	KR	178552
Seongnam-si	37.43861	127.13778	KR	914832
Seoni	22.08503	79.55037	IN	102343
Seoul	37.566	126.9784	KR	10349312
Sepang	2.6931	101.7498	MY	212050
Sepatan	-6.11889	106.575	ID	118439
Serang	-6.11528	106.15417	ID	735651
Serangoon	1.36278	103.8975	SG	116900
Serangoon New Town	1.35083	103.87083	SG	116900
Serekunda	13.43833	-16.67806	GM	340000
Seremban	2.7297	101.9381	MY	372917
Sergeli	41.19833	69.22222	UZ	105700
Sergiyev Posad	56.31204	38.13869	RU	109252
Seri Kembangan	3.03333	101.71667	MY	130252
Seri Manjung	4.1987	100.67	MY	100000
Serilingampalle	17.49313	78.30196	IN	150525
Serpukhov	54.9198	37.41618	RU	128158
Serra	-20.12861	-40.30778	BR	520653
Sertãozinho	-21.13778	-47.99028	BR	126887
Set Ka Lay	16.81435	96.11393	MM	111514
Setagaya	35.64188	139.64715	JP	940071
Setapak	3.207	101.727	MY	353268
Sete Lagoas	-19.46583	-44.24667	BR	227397
Setia Alam	3.10155	101.45565	MY	150000
Seto	35.23333	137.1	JP	127792
Settat	33.00103	-7.61662	MA	155333
Setúbal	38.5244	-8.8882	PT	118166
Sevastopol	44.60795	33.52134	UA	547820
Severnyy	55.93583	37.54889	RU	200000
Severodvinsk	64.55825	39.82971	RU	194292
Seversk	56.60056	84.88639	RU	109844
Sevilla	37.38283	-5.97317	ES	686741
Sfax	34.74056	10.76028	TN	280566
Sha Tin	22.38333	114.18333	HK	495200
Shabqadar	34.21599	71.5548	PK	102340
Shache	38.41667	77.24056	CN	128145
Shagamu	6.8485	3.64633	NG	214558
Shah Alam	3.08507	101.53281	MY	740750
Shahdad Kot	27.84726	67.90679	PK	120687
Shahdadpur	25.92539	68.6228	PK	113342
Shahecheng	36.93833	114.50583	CN	125132
Shahkot	31.5709	73.48531	PK	244868
Shahr-e Kord	32.32612	50.8572	IR	129153
Shahr-e Ṣadrā	29.79972	52.50215	IR	122226
Shahrak-e Pardīsān	34.55734	50.80201	IR	100000
Shahre Jadide Andisheh	35.6803	51.0193	IR	116062
Shahreẕā	32.00877	51.86407	IR	134952
Shahrisabz	39.05778	66.83417	UZ	142700
Shahrud	36.41819	54.97628	IR	165000
Shahrīār	35.65884	51.05775	IR	309607
Shahuwadi	16.90993	73.94654	IN	180322
Shajing	22.74628	113.81903	CN	127089
Shakargarh	32.26361	75.16008	PK	126742
Shakhty	47.71916	40.21603	RU	221312
Sham Shui Po	22.33023	114.15945	HK	431090
Shanghai	31.22222	121.45806	CN	24874500
Shangluo	33.86667	109.93056	CN	531696
Shangqiu	34.4143	115.65613	CN	1859723
Shangrao	28.45179	117.94287	CN	1116486
Shangri-La	27.82511	99.70779	CN	186400
Shangyu	30.01556	120.87111	CN	770000
Shangzhi	45.20562	128.00242	CN	131006
Shanhaiguan	40.00119	119.75395	CN	140000
Shantou	23.35489	116.67876	CN	3838900
Shanwei	22.78199	115.3475	CN	491766
Shaoguan	24.8	113.58333	CN	1028460
Shaoshan	27.91667	112.51667	CN	118000
Shaowu	27.34089	117.4831	CN	112585
Shaoxing	30.00237	120.57864	CN	2300000
Shaoyang	27.23818	111.46214	CN	753194
Shaping	22.77019	112.95776	CN	107589
Sharjah	25.3342	55.41221	AE	1800000
Shashamane	7.2	38.6	ET	208400
Shchukino	55.8	37.45	RU	102000
Shchyolkovo	55.92497	37.97218	RU	113000
Sheepshead Bay	40.59122	-73.94458	US	122534
Sheffield	53.38297	-1.4659	GB	556500
Shekhupura	31.71287	73.98556	PK	591424
Shengavit	40.1557	44.4779	AM	140600
Shenglilu	29.35048	105.8775	CN	134218
Shenyang	41.79222	123.43278	CN	7050000
Shenzhen	22.54554	114.0683	CN	17494398
Sherbrooke	45.40008	-71.89908	CA	129447
Sherpur	25.01881	90.01751	BD	107419
Shevchenkivskyi	50.46408	30.46576	UA	220077
Shevchenko	49.5645	34.53873	UA	147600
Shibganj	25.00146	89.32266	BD	378701
Shibuya	35.6589	139.70665	JP	230609
Shibīn al Kawm	30.55258	31.00904	EG	267945
Shihezi	44.3023	86.03694	CN	572772
Shijiazhuang	38.04139	114.47861	CN	3938513
Shijie	23.09546	113.79195	CN	246960
Shikarpur	27.95558	68.63823	PK	204938
Shillong	25.56892	91.88313	IN	143229
Shilong	23.11444	113.84722	CN	109733
Shimla	31.10442	77.16662	IN	173503
Shimonoseki	33.95548	130.93713	JP	265684
Shimotoda	35.815	139.6853	JP	140899
Shinagawa	33.63627	133.00572	JP	422488
Shinjuku	35.69115	139.70854	JP	349385
Shinyanga	-3.66393	33.42118	TZ	139727
Shiqi	22.51682	113.38521	CN	342306
Shiqiao	22.9464	113.35769	CN	135308
Shiraz	29.61031	52.53113	IR	1249942
Shivaji Nagar	18.53017	73.85263	IN	1000000
Shivamogga	13.93157	75.56791	IN	322650
Shivpuri	25.42378	77.66223	IN	179977
Shiyan	32.6475	110.77806	CN	3460000
Shizuishan	38.98082	106.3892	CN	739400
Shizuoka	34.98333	138.38333	JP	693389
Sholapur	17.67152	75.91044	IN	997281
Shomolu	6.53891	3.3742	NG	154390
Shouguang	36.88	118.7375	CN	473620
Shreveport	32.52515	-93.75018	US	187593
Shrīrāmpur	22.75278	88.34222	IN	226317
Shuangcheng	45.3798	126.30711	CN	130710
Shuanglonghu	29.71617	106.60684	CN	128563
Shuangyashan	46.67686	131.13273	CN	600000
Shubrā al Khaymah	30.12511	31.25053	EG	1240289
Shuifu	28.63215	104.40783	CN	102143
Shuizhai	23.92961	115.76499	CN	140493
Shujaabad	29.88092	71.29344	PK	151115
Shulin	24.99085	121.42199	TW	180044
Shunyi	40.12175	116.64783	CN	117623
Shuozhou	39.31583	112.4225	CN	433700
Shyamnagar	22.83333	88.36667	IN	441956
Shymkent	42.30988	69.60042	KZ	1200000
Shāhjānpur	27.88165	79.90918	IN	320434
Shāhzādpur	24.17687	89.5988	BD	102420
Shāhīn Shahr	32.85788	51.5529	IR	173329
Shāntipur	23.24723	88.43302	IN	149983
Shūnan	34.08053	131.82564	JP	149632
Shūshtar	32.04972	48.84843	IR	101878
Si Maha Phot	13.96563	101.51352	TH	100563
Si Racha	13.17283	100.93159	TH	178916
Sialkot	32.49268	74.53134	PK	911817
Sibiu	45.8	24.15	RO	134309
Sibu	2.3	111.81667	MY	198239
Sidi Bel Abbes	35.18994	-0.63085	DZ	210146
Sidi Slimane	34.26479	-5.92598	MA	101541
Sidoarjo	-7.4478	112.7183	ID	139189
Sidon	33.55751	35.37148	LB	163554
Siegen	50.87481	8.02431	DE	107242
Siem Reap	13.36179	103.86056	KH	139458
Siguatepeque	14.59691	-87.83102	HN	127468
Siguiri	11.42282	-9.16852	GN	148018
Siheungdong	37.45177	126.91079	KR	128142
Siirt	37.9293	41.94134	TR	114034
Sikasso	11.31755	-5.66654	ML	349324
Silang	14.21567	120.97137	PH	119475
Silchar	24.82733	92.79787	IN	178865
Silifke	36.37778	33.93444	TR	132665
Siliguri	26.71004	88.42851	IN	515574
Silopi	37.24379	42.46345	TR	114645
Simele	36.85833	42.8501	IQ	152512
Simferopol	44.95719	34.11079	UA	336460
Simi Valley	34.26945	-118.78148	US	126788
Simmering	48.18333	16.43333	AT	101420
Simões Filho	-12.78444	-38.40389	BR	114559
Sincelejo	9.3045	-75.3905	CO	277773
Sinch’ŏn-ŭp	38.35323	125.48423	KP	141407
Sinfra	6.62103	-5.91144	CI	245226
Singa	13.1483	33.93117	SD	250000
Singapore	1.28967	103.85007	SG	5638700
Singaraja	-8.112	115.08818	ID	133784
Singida	-4.81629	34.74358	TZ	232459
Singkawang	0.90925	108.98463	ID	253812
Singosari	-7.8924	112.6658	ID	182656
Singrauli	24.19973	82.67535	IN	220257
Sinjhoro	26.03008	68.80867	PK	354709
Sinnūris	29.41345	30.86579	EG	133532
Sinop	-11.86417	-55.5025	BR	216029
Sinp’o	40.03971	128.1943	KP	152759
Sinŭiju	40.10056	124.39806	KP	288112
Sioux Falls	43.54369	-96.72796	US	171544
Siping	43.16143	124.37785	CN	555609
Siracusa	37.07542	15.28664	IT	121605
Sirajganj	24.45771	89.70802	BD	127481
Sirjan	29.45137	55.6809	IR	199704
Sirsa	29.53489	75.02898	IN	182534
Sirte	31.20892	16.58866	LY	106705
Sitiawan	4.2168	100.6996	MY	156234
Sittwe	20.14624	92.89835	MM	177743
Situbondo	-7.70623	114.00976	ID	685967
Sivakasi	9.44999	77.79797	IN	234704
Sivas	39.74833	37.01611	TR	264022
Siverek	37.75503	39.31667	TR	175341
Siwān	26.22096	84.35609	IN	135066
Skardu	35.29787	75.63372	PK	260000
Skhidni Kvartaly	48.56622	39.38256	UA	102500
Skikda	36.87617	6.90921	DZ	182903
Skopje	41.99646	21.43141	MK	474889
Skudai	1.53741	103.65779	MY	159733
Slough	51.50949	-0.59541	GB	164793
Slovyansk	48.84974	37.59739	UA	105141
Smolensk	54.77826	32.05088	RU	330025
Smolyanskyi	48.01435	37.73586	UA	116779
Soacha	4.57937	-74.21682	CO	655025
Sobral	-3.68611	-40.34972	BR	203023
Sochi	43.59699	39.72477	RU	327608
Sodo	6.86	37.76159	ET	204100
Sofia	42.69751	23.32415	BG	1152556
Sogamoso	5.71434	-72.93391	CO	111336
Sohag	26.55695	31.69478	EG	266944
Sohar	24.34745	56.70937	OM	108274
Sokodé	8.98333	1.13333	TG	117811
Sokoto	13.06269	5.24322	NG	1040000
Soledad	10.91843	-74.76459	CO	342556
Soledad de Graciano Sánchez	22.18912	-100.93792	MX	332072
Solihull	52.41426	-1.78094	GB	126577
Solikamsk	59.66686	56.74267	RU	100812
Solingen	51.17343	7.0845	DE	164359
Sollentuna	59.42804	17.95093	SE	139606
Solntsevo	55.63711	37.38115	RU	120000
Solwezi	-12.1688	26.38938	ZM	301370
Somaroboro	-25.34604	28.83431	ZA	114369
Somerset West	-34.08401	18.82113	ZA	225289
Songcheng	26.88194	120.00111	CN	165730
Songea	-10.68333	35.65	TZ	286285
Songjiang	31.03443	121.22326	CN	1973500
Songnan	31.35043	121.48218	CN	127347
Songnim-ni	38.76349	125.64096	KP	152425
Songyuan	45.12902	124.82769	CN	113611
Sonārgaon	23.65	90.61667	BD	130000
Sonīpat	28.99478	77.01937	IN	289333
Soreang	-7.03306	107.51833	ID	116780
Sorocaba	-23.50167	-47.45806	BR	762172
Sorong	-0.87956	131.26104	ID	219958
Sorriso	-12.54528	-55.71139	BR	120985
Sorsogon	12.97389	123.99333	PH	187670
Soshanguve	-25.47288	28.09919	ZA	872309
Sosnowiec	50.28682	19.10385	PL	227295
Soubré	5.78377	-6.59388	CI	131181
Souk Ahras	36.28639	7.95111	DZ	153479
Sousse	35.82539	10.63699	TN	221715
South Bend	41.68338	-86.25001	US	101516
South Boston	42.33343	-71.04949	US	571281
South Dublin	53.29026	-6.34151	IE	301075
South Fulton	33.59259	-84.67294	US	107436
South Tangerang	-6.28862	106.71789	ID	1429529
Southampton	50.90395	-1.40428	GB	269781
Southend-on-Sea	51.53782	0.71433	GB	295310
Soweto	-26.26781	27.85849	ZA	1695047
Soyapango	13.71024	-89.13989	SV	329708
Soyo	-6.1349	12.36894	AO	221555
Soyībug	34.07677	74.7057	IN	104000
Spanish Town	17.99107	-76.95742	JM	145018
Split	43.50891	16.43915	HR	149830
Spokane	47.65966	-117.42908	US	229447
Spring Valley	36.10803	-115.245	US	178395
Springfield	39.80172	-89.64371	US	114394
Springfield	37.21533	-93.29824	US	170188
Springfield	42.10148	-72.58981	US	154341
Springs	-26.25	28.4	ZA	186394
Sri Ganganagar	29.92009	73.87496	IN	237780
Sri Jayewardenepura Kotte	6.88297	79.90708	LK	115826
Srikakulam	18.2989	83.89751	IN	137944
Srinagar	34.08565	74.80555	IN	1206419
St Helens	53.45	-2.73333	GB	183200
St. Catharines	43.17126	-79.24267	CA	136803
St. John's	47.56494	-52.70931	CA	110525
St. Louis	38.62727	-90.19789	US	279695
St. Petersburg	27.77086	-82.67927	US	257083
Stamford	41.05343	-73.53873	US	128874
Standerton	-26.93366	29.24152	ZA	101101
Stara Zagora	42.43205	25.64262	BG	121582
Staryy Oskol	51.3025	37.84613	RU	226977
Staten Island	40.56233	-74.13986	US	468730
Stavanger	58.97005	5.73332	NO	151669
Stavropol	45.03442	41.9642	RU	433931
Sterling Heights	42.58031	-83.0302	US	132052
Sterlitamak	53.63793	55.9533	RU	267231
Stockholm	59.32938	18.06871	SE	1515017
Stockport	53.40979	-2.15761	GB	139052
Stockton	37.9577	-121.29078	US	305658
Stoke-on-Trent	53.00415	-2.18538	GB	258366
Strasbourg	48.58392	7.74553	FR	274845
Strogino	55.81838	37.41224	RU	152000
Stuttgart	48.78232	9.17702	DE	612663
Suan Luang	13.73028	100.65138	TH	115658
Subang	-6.57	107.75667	ID	137234
Subang Jaya	3.04384	101.58062	MY	708296
Subotica	46.1	19.66667	RS	100000
Subulussalam	2.662	97.8827	ID	105553
Sucre	-19.03332	-65.26274	BO	224838
Suez	29.97371	32.52627	EG	699541
Suginami	36.2013	140.28406	JP	588354
Suicheng	33.8963	117.93307	CN	256665
Suihua	46.64814	126.96656	CN	252245
Suining	30.50802	105.57332	CN	656760
Suita	34.76143	135.51567	JP	385567
Suizhou	31.71111	113.36306	CN	618582
Sujiatun	41.65917	123.33917	CN	148113
Sukabumi	-6.91806	106.92667	ID	365735
Sukawati	-8.4913	115.0459	ID	125470
Sukkur	27.70323	68.85889	PK	563851
Sukrah	36.87744	10.2468	TN	159862
Sulaymaniyah	35.56496	45.4329	IQ	878146
Suleja	9.18059	7.17939	NG	162135
Sullana	-4.90389	-80.68528	PE	160789
Sultan Kudarat	7.22889	124.25778	PH	124965
Sultan Pur Majra	28.68966	77.07648	IN	181554
Sultanbeyli	40.96072	29.27067	TR	358201
Sultangazi	41.10652	28.86847	TR	436935
Sultānpur	26.25788	82.07269	IN	110368
Sulţānah	24.49258	39.58572	SA	946697
Sumaré	-22.82194	-47.26694	BR	279545
Sumayl	36.85823	42.8482	IQ	152512
Sumbawanga	-7.96667	31.61667	TZ	303986
Sumbe	-11.20605	13.84371	AO	205832
Sumedang	-6.85861	107.91639	ID	200000
Sumedang Utara	-6.85	107.91667	ID	100000
Sumgayit	40.58972	49.66861	AZ	427000
Sumida	35.73289	139.82085	JP	287766
Sumy	50.91741	34.79906	UA	256474
Suncheon	34.9505	127.48784	KR	276375
Sunch’ŏn	39.43167	125.93278	KP	437000
Sunderland	54.90465	-1.38222	GB	170134
Sungai Buloh	3.21	101.561	MY	222858
Sungai Penuh	-2.0561	101.3913	ID	102224
Sungai Petani	5.647	100.48772	MY	544851
Sungailiat	-1.85442	106.12215	ID	100750
Sunggal	3.5765	98.6151	ID	157914
Sunnyvale	37.36883	-122.03635	US	155805
Sunrise Manor	36.21108	-115.07306	US	189372
Sunset Park	40.64548	-74.01241	US	126000
Sunshine Coast	-26.65682	153.07955	AU	398840
Suqian	33.94917	118.29583	CN	1437685
Surabaya	-7.24917	112.75083	ID	3018022
Surakarta	-7.55611	110.83167	ID	526870
Surat	21.19594	72.83023	IN	4591246
Surat Thani	9.14011	99.33311	TH	132040
Surendranagar	22.72706	71.64856	IN	179628
Surgut	61.25757	73.41775	RU	300367
Suriāpet	17.14054	79.62045	IN	111729
Surprise	33.63059	-112.33322	US	143148
Surrey	49.10635	-122.82509	CA	568322
Surulere	6.50153	3.35808	NG	191920
Suruç	36.97612	38.42533	TR	101178
Sutton	51.35	-0.2	GB	187600
Sutton Coldfield	52.56667	-1.81667	GB	109899
Suwon	37.29111	127.00889	KR	1234582
Suzano	-23.5425	-46.31083	BR	307429
Suzhou	33.63611	116.97889	CN	1647642
Suzhou	31.30408	120.59538	CN	6715559
Suzuka	34.88333	136.58333	JP	195670
Swansea	51.62079	-3.94323	GB	300352
Swindon	51.55797	-1.78116	GB	201669
Sydney	-33.86785	151.20732	AU	5638830
Sydney	46.1351	-60.1831	CA	105968
Sykhiv	49.79427	24.06284	UA	151131
Syktyvkar	61.66393	50.8163	RU	245083
Sylhet	24.89904	91.87198	BD	237000
Syracuse	43.04812	-76.14742	US	144142
Syzran	53.1585	48.4681	RU	189338
Szczecin	53.42894	14.55302	PL	395513
Szeged	46.253	20.14824	HU	160766
Székesfehérvár	47.18995	18.41034	HU	101600
São Bernardo do Campo	-23.69389	-46.565	BR	743372
São Caetano do Sul	-23.62306	-46.55111	BR	165655
São Carlos	-22.0175	-47.89083	BR	205035
São Gonçalo do Amarante	-5.79333	-35.32944	BR	115838
São José	-28.21344	-49.16383	BR	200000
São José	-27.61528	-48.6275	BR	270299
São José de Ribamar	-2.55572	-44.05992	BR	244579
São José do Rio Preto	-20.81972	-49.37944	BR	480393
São José dos Campos	-23.17944	-45.88694	BR	727078
São José dos Pinhais	-25.5302	-49.20836	BR	329628
São João de Meriti	-22.80389	-43.37222	BR	466536
São Leopoldo	-29.76028	-51.14722	BR	209229
São Lourenço da Mata	-8.00222	-35.01833	BR	111249
São Luís	-2.52972	-44.30278	BR	917237
São Mateus	-18.72011	-39.85891	BR	123752
São Mateus	-23.60583	-46.47889	BR	155682
São Paulo	-23.5475	-46.63611	BR	12400232
São Pedro da Aldeia	-22.83917	-42.10278	BR	110556
São Vicente	-23.96306	-46.39194	BR	329911
Ségou	13.44032	-6.25947	ML	205787
Séguéla	7.96111	-6.67306	CI	103980
Sétif	36.19112	5.41373	DZ	252127
Sóc Trăng	9.59995	105.97193	VN	221430
Södermalm	59.31278	18.07577	SE	127323
Sāmarrā’	34.1959	43.88568	IQ	158508
Sāngli	16.85438	74.56417	IN	601214
Sātkhira	22.70817	89.07185	BD	128918
Sāveh	35.0213	50.3566	IR	220762
Sīkar	27.61206	75.13996	IN	244497
Sīnah	36.80851	43.03935	IQ	128776
Sītāpur	27.56192	80.68265	IN	164435
Sōka	35.83643	139.79957	JP	249645
Sūjāngarh	27.7	74.46667	IN	183808
Sơn La	21.3256	103.91882	VN	106052
Sơn Tây	21.14053	105.50686	VN	230577
Sầm Sơn	19.73333	105.9	VN	129801
Tabora	-5.01622	32.82663	TZ	308741
Taboão da Serra	-23.62611	-46.79167	BR	273542
Tabriz	38.08	46.2919	IR	1424641
Tabuk	17.47378	121.46799	PH	122771
Tabuk	17.4084	121.2785	PH	122771
Tabuk	28.3998	36.57151	SA	667000
Tacheng	46.74535	82.95847	CN	161037
Tachikawa	35.7091	139.41891	JP	183581
Tacloban	11.24333	125.00472	PH	259353
Tacna	-18.01465	-70.25362	PE	286240
Tacoma	47.25288	-122.44429	US	222906
Tacurong	6.6925	124.67639	PH	116945
Tadepalligudem	16.81467	81.52717	IN	112655
Tadpatri	14.90832	78.01031	IN	108171
Taganrog	47.23627	38.9053	RU	279056
Taganskiy	55.73333	37.66667	RU	116000
Taguatinga	-15.83326	-48.05506	BR	193367
Taguig	14.5243	121.0792	PH	1308085
Tahoua	14.8888	5.2692	NE	159468
Tai Po	22.45007	114.16877	HK	274100
Taibai	30.82482	108.35783	CN	108387
Taicang	31.44778	121.09389	CN	831113
Taichung	24.1469	120.6839	TW	2850285
Tainan	22.99083	120.21333	TW	1856642
Taipa	22.15583	113.55694	MO	112051
Taipei	25.05306	121.52639	TW	7871900
Taiping	4.85	100.73333	MY	217647
Taishan	22.25135	112.7799	CN	145440
Taito	35.70749	139.7788	JP	211444
Taitung	22.75991	121.14457	TW	103260
Taiyuan	37.86944	112.56028	CN	4303673
Taiz	13.57952	44.02091	YE	940600
Taizhou	32.49069	119.90812	CN	1607108
Taizhou	28.66266	121.43312	CN	1485502
Tai’an	36.18528	117.12	CN	1735425
Tajimi	35.31667	137.13333	JP	107818
Takamatsu	34.33333	134.05	JP	418994
Takaoka	36.75	137.01667	JP	170077
Takarazuka	34.79936	135.35697	JP	226432
Takasaki	36.33333	139.01667	JP	372973
Takatsuki	34.84833	135.61678	JP	354468
Takeo	10.99081	104.78498	KH	843931
Takoradi	4.89816	-1.76029	GH	389114
Talatona	-8.91783	13.18562	AO	500000
Talca	-35.4232	-71.64974	CL	197479
Talcahuano	-36.72494	-73.11684	CL	150499
Taldykorgan	45.01556	78.37389	KZ	116558
Talhar	24.88454	68.81437	PK	200014
Taling Chan	13.77698	100.4567	TH	105299
Talisay	10.7375	122.9666	PH	109204
Talisay	10.24472	123.84944	PH	133148
Tallahassee	30.43826	-84.28073	US	201731
Tallinn	59.43696	24.75353	EE	394024
Tam Kỳ	15.57364	108.47403	VN	165240
Tama	35.6436	139.46844	JP	148285
Tamale	9.40079	-0.8393	GH	464316
Taman Petaling	3.19916	101.64983	MY	423062
Tambacounda	13.77073	-13.66734	SN	149071
Tambaram	12.9246	80.12707	IN	174787
Tambov	52.73632	41.44102	RU	293661
Tampa	27.94752	-82.45843	US	414547
Tampere	61.49911	23.78712	FI	260646
Tampico	22.28519	-97.87777	MX	309003
Tampines Estate	1.35806	103.94028	SG	265340
Tampines New Town	1.34917	103.94972	SG	259900
Tandil	-37.3287	-59.1369	AR	115877
Tando Adam	25.76818	68.66196	PK	174291
Tando Allahyar	25.4605	68.71745	PK	421923
Tando Bago	24.78914	68.96535	PK	426535
Tando Muhammad Khan	25.12384	68.53677	PK	114406
Tanga	-5.06893	39.09875	TZ	393429
Tangail	24.24984	89.91655	BD	180144
Tangará da Serra	-14.61944	-57.48583	BR	112547
Tangerang	-6.17806	106.63	ID	1927815
Tanggu	39.02111	117.64694	CN	535298
Tanghe	32.68545	112.83234	CN	278055
Tangier	35.76727	-5.79975	MA	1035141
Tangshan	39.64381	118.18319	CN	3372102
Tanjung Pandan	-2.73353	107.63477	ID	103062
Tanjung Pinang	0.91667	104.45833	ID	227663
Tanjungbalai	2.96667	99.8	ID	190935
Tanta	30.78847	31.00192	EG	576648
Tantou	22.75121	113.83496	CN	320304
Tanza	14.6753	120.9389	PH	105510
Tanzhou	22.25503	113.46692	CN	382445
Taonan	45.33319	122.78464	CN	112819
Taourirt	34.40731	-2.89732	MA	112908
Taoyuan	24.99368	121.29696	TW	475798
Taozhou	30.90641	119.40865	CN	146610
Tapachula	14.90541	-92.25891	MX	353706
Tarakan	3.31332	117.59152	ID	255310
Taranto	40.46438	17.24707	IT	198585
Taraz	42.89799	71.37334	KZ	358153
Targówek	52.29185	21.04845	PL	124279
Tarija	-21.53549	-64.72956	BO	159269
Tarime	-1.35	34.36667	TZ	133043
Tarlac City	15.48017	120.59794	PH	401892
Tarnów	50.01381	20.98698	PL	117799
Tarragona	41.11905	1.24544	ES	141542
Tarsus	36.91766	34.89277	TR	350732
Tasek Glugor	5.48032	100.49849	MY	135786
Tashkent	41.26465	69.21627	UZ	1978028
Tasikmalaya	-7.3274	108.2207	ID	770839
Tatuí	-23.35556	-47.85694	BR	129130
Taubaté	-23.02639	-45.55528	BR	322397
Taunggyi	20.78919	97.03776	MM	160115
Taungoo	18.94291	96.43408	MM	106945
Taunsa	30.70358	70.65054	PK	115704
Tauranga	-37.68611	176.16667	NZ	161000
Tawau	4.24482	117.89115	MY	372615
Tayabas	14.0259	121.5929	PH	115318
Taytay	14.55883	121.13285	PH	231460
Taza	34.21	-4.01	MA	162110
Ta’if	21.27028	40.41583	SA	688693
Tbilisi	41.69143	44.83412	GE	1049498
Tebingtinggi	3.3285	99.1625	ID	117530
Tegal	-6.8694	109.1402	ID	297173
Tegucigalpa	14.0818	-87.20681	HN	850848
Tehran	35.69439	51.42151	IR	7153309
Tehuacán	18.46422	-97.39735	MX	248716
Teixeira de Freitas	-17.535	-39.74194	BR	145216
Tekirdağ	40.9781	27.51101	TR	122287
Tekstil’shchiki	55.70033	37.74271	RU	100000
Tel Aviv	32.08088	34.78057	IL	432892
Telde	27.99243	-15.41915	ES	123265
Telford	52.67659	-2.44926	GB	155570
Teluk Intan	4.02219	101.02083	MY	232800
Teluknaga	-6.09889	106.63806	ID	175155
Tema	5.6698	-0.01657	GH	155782
Temara	33.92866	-6.90656	MA	342345
Temecula	33.49364	-117.14836	US	110003
Temirtau	50.05197	72.95497	KZ	170600
Tempe	33.41477	-111.90931	US	175826
Tempe Junction	33.41421	-111.94348	US	158368
Temuco	-38.73628	-72.59738	CL	238129
Tengyue	24.99492	98.51276	CN	127133
Teni	10.01115	77.47772	IN	1034724
Tepexpan	19.61387	-98.9364	MX	102667
Tepic	21.50733	-104.89332	MX	332863
Teresina	-5.08917	-42.80194	BR	871126
Teresópolis	-22.4167	-42.97822	BR	176692
Ternate	0.79065	127.38424	ID	210836
Terni	42.56335	12.64329	IT	111189
Ternopil	49.55404	25.59067	UA	225238
Terrassa	41.56667	2.01667	ES	218535
Terrebonne	45.70004	-73.64732	CA	111575
Teshi Old Town	5.58365	-0.10722	GH	144013
Tete	-16.15639	33.58667	MZ	357000
Tetuán de las Victorias	40.45975	-3.6975	ES	155000
Texcoco de Mora	19.51194	-98.88293	MX	105165
Teziutlan	19.8173	-97.35992	MX	103583
Teófilo Otoni	-17.8575	-41.50528	BR	101170
Thanh Hóa	19.8	105.76667	VN	850000
Thanh Khê	16.0706	108.19102	VN	201240
Thanh Xuân	20.99472	105.79977	VN	293292
Thanjavur	10.78523	79.13909	IN	291067
Thaton	16.91867	97.37001	MM	123727
The Bronx	40.84985	-73.86641	US	1385108
The Hague	52.07667	4.29861	NL	474292
Thembisa	-25.99636	28.2268	ZA	511655
Thenali	16.24253	80.63982	IN	164937
Thessaloníki	40.64072	22.93493	GR	317778
Thika	-1.03326	37.06933	KE	251407
Thiruvananthapuram	8.4855	76.94924	IN	788271
Thiès	14.78944	-16.92602	SN	317763
Thiès Nones	14.78333	-16.96667	SN	252320
Thohoyandou	-22.94564	30.48497	ZA	107144
Thon Buri	13.725	100.48511	TH	119708
Thoothukudi	8.76735	78.13425	IN	410760
Thornton	39.86804	-104.97192	US	133451
Thousand Oaks	34.17056	-118.83759	US	129339
Thrissur	10.51667	76.21667	IN	315957
Thunder Bay	48.38202	-89.25018	CA	108843
Thung Khru	13.62849	100.50952	TH	116473
Thuqbah	26.26022	50.20486	SA	248888
Thuận An	10.9239	106.71428	VN	588616
Thuận Thanh	21.046	106.079	VN	199577
Thành Phố Bà Rịa	10.49626	107.1685	VN	235192
Thành phố Sông Công	21.4772	105.84137	VN	128357
Thái Nguyên	21.59422	105.84817	VN	420000
Thāne	19.19704	72.96355	IN	1841488
Thānesar	29.97323	76.83214	IN	155152
Thị Trấn Thuận Châu	21.43849	103.69	VN	153000
Thị Trấn Đông Triều	21.08242	106.5138	VN	248896
Thị Trấn Đại Từ	21.63384	105.63766	VN	179192
Thốt Nốt	10.27213	105.5338	VN	158225
Thới Lai	10.06522	105.55863	VN	109684
Thủ Dầu Một	10.9804	106.6519	VN	373105
Thủ Đức	10.84863	106.77209	VN	524670
Tianfu	37.26366	122.05228	CN	115370
Tianjin	39.14222	117.17667	CN	11090314
Tianshui	34.57952	105.74238	CN	1212791
Tiaret	35.37103	1.31699	DZ	178915
Tieli	46.97544	128.04804	CN	107621
Tieling	42.29306	123.84139	CN	333907
Tigwav	18.43117	-72.86521	HT	117504
Tijuana	32.5027	-117.00371	MX	1922523
Tilburg	51.55551	5.0913	NL	221947
Timika	-4.61407	136.67679	ID	142909
Timişoara	45.75372	21.22571	RO	250849
Timon	-5.09417	-42.83667	BR	174465
Tin Shui Wai	22.45679	114.00234	HK	286232
Tinaquillo	9.91861	-68.30472	VE	115937
Tinsukia	27.48905	95.35992	IN	116322
Tirana	41.32744	19.81866	AL	418495
Tiraspol	46.84275	29.6284	MD	157000
